id,opening_hours,fee,geometry,latitude,longitude,atm_type,accessibility,address,name,district,neighborhood_id,neighborhood,district_id
9775732023,24/7,,POINT (13.4168564 52.4996006),52.4996006,13.4168564,standalone,,"Reichenberger Straße, 10999, Berlin",unknown_atm,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
9794512266,,,POINT (13.3181587 52.4636097),52.4636097,13.3181587,standalone,,"Schildhornstraße, 12163, Berlin",Euronet,Steglitz-Zehlendorf,0601,Steglitz,11006006
9794653130,,,POINT (13.324188 52.4633133),52.4633133,13.324188,standalone,,"Betty-Katz-Straße, 12163, Berlin",Reisebank,Steglitz-Zehlendorf,0601,Steglitz,11006006
9798584494,,,POINT (13.2024139 52.5367766),52.5367766,13.2024139,standalone,,"Carl-Schurz-Straße, 13597, Berlin",Euronet,Spandau,0501,Spandau,11005005
9809878630,24/7,,POINT (13.5879824 52.508882),52.508882,13.5879824,standalone,not accessible,"Mädewalder Weg, 12621, Berlin",Sparkasse,Marzahn-Hellersdorf,1003,Kaulsdorf,11010010
9824680605,,,POINT (13.2070581 52.55013),52.55013,13.2070581,indoor,,"Neue Bergstraße, 13585, Berlin",Berliner Sparkasse,Spandau,0501,Spandau,11005005
9837099329,,,POINT (13.3260875 52.4553728),52.4553728,13.3260875,standalone,,"Albrechtstraße, 12167, Berlin",Euronet,Steglitz-Zehlendorf,0601,Steglitz,11006006
9851080876,,,POINT (13.328012 52.5272956),52.5272956,13.328012,standalone,,"Huttenstraße, 10553, Berlin",Cashzone,Mitte,0102,Moabit,11001001
9855986757,,,POINT (13.3874517 52.5032465),52.5032465,13.3874517,standalone,,"Wilhelmstraße, 10963, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
9861732218,24/7,,POINT (13.2423155 52.4444641),52.4444641,13.2423155,standalone,,"Argentinische Allee, 14163, Berlin",Ing,Steglitz-Zehlendorf,0604,Zehlendorf,11006006
9903340818,,,POINT (13.4185557 52.4979566),52.4979566,13.4185557,standalone,,"Kottbusser Straße, 10999, Berlin",Euronet Worldwide,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
9903501367,,,POINT (13.3468759 52.553579),52.553579,13.3468759,standalone,,"Müllerstraße, 13349, Berlin",Iccash Services,Mitte,0105,Wedding,11001001
9913257706,,,POINT (13.1853577 52.5211748),52.5211748,13.1853577,standalone,,"Wilhelmstraße, 13593, Berlin",Ing,Spandau,0509,Wilhelmstadt,11005005
9923036798,,,POINT (13.1967868 52.5337038),52.5337038,13.1967868,standalone,,"Brunsbütteler Damm, 13581, Berlin",unknown_atm,Spandau,0501,Spandau,11005005
9926920299,24/7,,POINT (13.4412019 52.4815701),52.4815701,13.4412019,standalone,,"Sonnenallee, 12045, Berlin",Ing Diba,Neukölln,0801,Neukölln,11008008
9960153966,24/7,,POINT (13.4680364 52.5159939),52.5159939,13.4680364,standalone,,"Voigtstraße, 10247, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
9960153970,,,POINT (13.4676971 52.5146925),52.5146925,13.4676971,standalone,,"Voigtstraße, 10247, Berlin",Berliner Volksbank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
9965567941,,,POINT (13.5483672 52.5500329),52.5500329,13.5483672,standalone,,"Märkische Allee, 12679, Berlin",unknown_atm,Marzahn-Hellersdorf,1001,Marzahn,11010010
9967781360,,,POINT (13.5490199 52.5433518),52.5433518,13.5490199,standalone,,"Marzahner Promenade, 12679, Berlin",Atm Geldautomat,Marzahn-Hellersdorf,1001,Marzahn,11010010
9980842150,24/7,,POINT (13.3695963 52.5423065),52.5423065,13.3695963,standalone,,"Reinickendorfer Straße, 13347, Berlin",Euronet,Mitte,0105,Wedding,11001001
9991258484,,,POINT (13.3532499 52.4981448),52.4981448,13.3532499,standalone,not accessible,"Nollendorfstraße, 10, 10777, Berlin",Iccash,Tempelhof-Schöneberg,0701,Schöneberg,11007007
9997774519,24/7,,POINT (13.3932506 52.5147953),52.5147953,13.3932506,standalone,accessible,"Markgrafenstraße, 10117, Berlin",Euronet,Mitte,0101,Mitte,11001001
10004677461,,,POINT (13.3736832 52.509924),52.509924,13.3736832,standalone,,"Potsdamer Straße, 10785, Berlin",Euronet,Mitte,0104,Tiergarten,11001001
10011023592,24/7,,POINT (13.4065847 52.5544466),52.5544466,13.4065847,standalone,,"Bornholmer Straße, 10439, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
10029592741,,,POINT (13.3886129 52.4924488),52.4924488,13.3886129,standalone,,"Gneisenaustraße, 10961, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
10035799727,24/7,,POINT (13.413249 52.5457404),52.5457404,13.413249,standalone,,"Schönhauser Allee, 10437, Berlin",Cashzone,Pankow,0301,Prenzlauer Berg,11003003
10035890557,24/7,,POINT (13.4125921 52.5424069),52.5424069,13.4125921,indoor,partially accessible,"Schönhauser Allee, 10437, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
10042504839,24/7,,POINT (13.4122774 52.5287635),52.5287635,13.4122774,standalone,,"Straßburger Straße, 10405, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
10051804537,,,POINT (13.3245656 52.4975305),52.4975305,13.3245656,standalone,,"Uhlandstraße, 10719, Berlin",IC Cash Services,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,11004004
10051807021,,,POINT (13.3240277 52.4973847),52.4973847,13.3240277,indoor,,"Uhlandstraße, 10719, Berlin",Euronet,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,11004004
10057200161,,,POINT (13.3265669 52.4647781),52.4647781,13.3265669,standalone,,"Bornstraße, 12163, Berlin",Reisebank Ag,Steglitz-Zehlendorf,0601,Steglitz,11006006
10059494677,24/7,,POINT (13.4332 52.512),52.512,13.4332,standalone,accessible,"Koppenstraße, 10243, Berlin",Commerzbank,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
10078317259,24/7,,POINT (13.4168389 52.511486),52.511486,13.4168389,standalone,accessible,"Brückenstraße, 10179, Berlin",IC Cash Services,Mitte,0101,Mitte,11001001
10089393865,,,POINT (13.3135913 52.5055405),52.5055405,13.3135913,standalone,,"Leibnizstraße, 10625, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
10103282850,24/7,,POINT (13.4244684 52.5327186),52.5327186,13.4244684,standalone,accessible,"Winsstraße, 10, 10405, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
10109713861,,,POINT (13.332273 52.4938364),52.4938364,13.332273,standalone,,"Prager Platz, 10717, Berlin",Euronet,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,11004004
10124884246,,,POINT (13.357407 52.4876175),52.4876175,13.357407,standalone,,"Hauptstraße, 10827, Berlin",Iccash,Tempelhof-Schöneberg,0701,Schöneberg,11007007
10124884254,,,POINT (13.3587314 52.4883851),52.4883851,13.3587314,standalone,,"Hauptstraße, 10827, Berlin",Euronet,Tempelhof-Schöneberg,0701,Schöneberg,11007007
10159474258,,,POINT (13.4416066 52.5009042),52.5009042,13.4416066,indoor,not accessible,"Oppelner Straße, 10997, Berlin",Sparkasse,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
10162533745,Mo-Su 06:00-22:00,,POINT (13.3321741 52.4712741),52.4712741,13.3321741,indoor,,"Handjerystraße / Renée-Sintenis-Platz, 12159, Berlin",Bbbank,Tempelhof-Schöneberg,0702,Friedenau,11007007
10168193409,24/7,,POINT (13.4212633 52.5419574),52.5419574,13.4212633,standalone,accessible,"Raumerstraße, 35, 10437, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
10169532503,,,POINT (13.4584853 52.5111673),52.5111673,13.4584853,indoor,,"Gabriel-Max-Straße, 10245, Berlin",Ec,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
10169666159,24/7,,POINT (13.398313 52.5272024),52.5272024,13.398313,standalone,,"Große Hamburger Straße, 42, 10115, Berlin",Euronet,Mitte,0101,Mitte,11001001
10169666160,24/7,,POINT (13.4016746 52.5279788),52.5279788,13.4016746,standalone,,"Auguststraße, 47A, 10119, Berlin",Euronet,Mitte,0101,Mitte,11001001
10172443600,,,POINT (13.2915944 52.6329095),52.6329095,13.2915944,indoor,accessible,"Zeltinger Platz, 14, 13465, Berlin",Postbank,Reinickendorf,1205,Frohnau,11012012
10180488842,,,POINT (13.3712576 52.4928077),52.4928077,13.3712576,standalone,,"Yorckstraße, 35-42, 10965, Berlin",Euronet Worldwide,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
10188548945,,,POINT (13.4068223 52.4982287),52.4982287,13.4068223,standalone,,"Gitschiner Straße, 10969, Berlin",Iccash Services,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
10188548950,,,POINT (13.3880573 52.4938199),52.4938199,13.3880573,standalone,,"Mehringdamm, 10961, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
10188735075,24/7,,POINT (13.4471167 52.503497),52.503497,13.4471167,standalone,accessible,"Warschauer Straße, 10243, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
10188735076,,,POINT (13.4199791 52.4989509),52.4989509,13.4199791,standalone,,"Skalitzer Straße, 10999, Berlin",Sparkasse,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
10238653406,Mo-Fr 06:00-23:00; Sa-Su 08:00-23:00,,POINT (13.3710057 52.5397752),52.5397752,13.3710057,indoor,,"Schulzendorfer Straße, 1, 13347, Berlin",Berliner Sparkasse,Mitte,0106,Gesundbrunnen,11001001
10250417152,,,POINT (13.5254131 52.4801568),52.4801568,13.5254131,standalone,,"Am Carlsgarten, 10318, Berlin",Cashzone,Lichtenberg,1102,Karlshorst,11011011
10291340547,,,POINT (13.4432006 52.5108236),52.5108236,13.4432006,standalone,,"Rüdersdorfer Straße, 10243, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
10313211301,24/7,,POINT (13.3634453 52.5488524),52.5488524,13.3634453,indoor,accessible,"Schulstraße, 13347, Berlin",Euronet,Mitte,0105,Wedding,11001001
10315214313,,,POINT (13.3285554 52.4661338),52.4661338,13.3285554,standalone,accessible,"Bundesallee, 12161, Berlin",unknown_atm,Tempelhof-Schöneberg,0702,Friedenau,11007007
10556441623,24/7,,POINT (13.4228537 52.539623),52.539623,13.4228537,standalone,accessible,"Danziger Straße, 65, 10435, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
10593475188,,,POINT (13.3294471 52.5236514),52.5236514,13.3294471,standalone,,"Alt-Moabit, 10555, Berlin",Euronet,Mitte,0102,Moabit,11001001
10595712933,,,POINT (13.4161781 52.5538157),52.5538157,13.4161781,standalone,,"Wisbyer Straße, 10439, Berlin",Euronet,Pankow,0307,Pankow,11003003
10631143902,,,POINT (13.4047229 52.5401516),52.5401516,13.4047229,standalone,,"Schwedter Straße, 10435, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
10635559300,,,POINT (13.4100394 52.5310347),52.5310347,13.4100394,standalone,,"Fehrbelliner Straße, 10119, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
10660904919,,,POINT (13.5304805 52.444006),52.444006,13.5304805,standalone,accessible,"Adlergestell, 12489, Berlin",Sparda-Bank Berlin,Treptow-Köpenick,0905,Niederschöneweide,11009009
10661242123,,,POINT (13.4304444 52.4685803),52.4685803,13.4304444,standalone,,"Emser Straße, 12051, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
10670071377,24/7,,POINT (13.3912316 52.5259317),52.5259317,13.3912316,standalone,,"Auguststraße, 10117, Berlin",Euronet,Mitte,0101,Mitte,11001001
10673401017,24/7,,POINT (13.3577241 52.5474331),52.5474331,13.3577241,indoor,,"Müllerstraße, 13353, Berlin",Euronet,Mitte,0105,Wedding,11001001
10674090914,24/7,,POINT (13.3554613 52.54871),52.54871,13.3554613,standalone,,"Müllerstraße, 13353, Berlin",İŞbank,Mitte,0105,Wedding,11001001
10678502951,,,POINT (13.4347771 52.4611804),52.4611804,13.4347771,standalone,,"Britzer Damm, 12347, Berlin",unknown_atm,Neukölln,0802,Britz,11008008
10693118856,,,POINT (13.3749958 52.5083798),52.5083798,13.3749958,indoor,accessible,"Fontaneplatz, 10785, Berlin",Berliner Sparkasse,Mitte,0104,Tiergarten,11001001
10740205681,,fee applies,POINT (13.3959771 52.4912576),52.4912576,13.3959771,indoor,not accessible,"Gneisenaustraße, 10961, Berlin",Cashzone,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
10742023716,,,POINT (13.5383366 52.4339124),52.4339124,13.5383366,standalone,,"Rudower Chaussee, 12489, Berlin",Hypovereinsbank,Treptow-Köpenick,0907,Adlershof,11009009
10748272766,,,POINT (13.4921113 52.6372384),52.6372384,13.4921113,standalone,,"Wiltbergstraße, 13125, Berlin",Euronet,Pankow,0309,Buch,11003003
10763905454,24/7,,POINT (13.4058326 52.5286068),52.5286068,13.4058326,standalone,,"Linienstraße, 214, 10119, Berlin",Euronet,Mitte,0101,Mitte,11001001
10770666282,,,POINT (13.4516601 52.5198414),52.5198414,13.4516601,standalone,,"Petersburger Straße, 10249, Berlin",IC Cash Services,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
10777479702,,,POINT (13.3005799 52.5259114),52.5259114,13.3005799,standalone,,"Osnabrücker Straße, 24, 10589, Berlin",Cashzone,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
10782683409,,,POINT (13.3234027 52.5064464),52.5064464,13.3234027,standalone,,"Carmerstraße, 9, 10623, Berlin",Euronet,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
10815778048,,,POINT (13.4850603 52.4241805),52.4241805,13.4850603,standalone,,"Neuköllner Straße, 12357, Berlin",Cashzone,Neukölln,0805,Gropiusstadt,11008008
10816746848,,,POINT (13.3155965 52.4490978),52.4490978,13.3155965,standalone,,"Hindenburgdamm, 12203, Berlin",Euronet,Steglitz-Zehlendorf,0602,Lichterfelde,11006006
10816834028,,,POINT (13.3149601 52.4468076),52.4468076,13.3149601,standalone,,"Manteuffelstraße, 12203, Berlin",Euronet,Steglitz-Zehlendorf,0602,Lichterfelde,11006006
10816834033,,,POINT (13.3150365 52.448346),52.448346,13.3150365,standalone,,"Hindenburgdamm, 76, 12203, Berlin",Euronet,Steglitz-Zehlendorf,0602,Lichterfelde,11006006
10839255824,,,POINT (13.3324552 52.4636682),52.4636682,13.3324552,standalone,,"Feuerbachstraße, 12163, Berlin",Cashzone,Steglitz-Zehlendorf,0601,Steglitz,11006006
10863618205,24/7,,POINT (13.4391497 52.5236696),52.5236696,13.4391497,standalone,not accessible,"Landsberger Allee, 38, 10249, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
10868879252,,,POINT (13.3637703 52.5434051),52.5434051,13.3637703,standalone,,"Burgsdorfstraße, 13353, Berlin",Euronet,Mitte,0105,Wedding,11001001
10868932174,,,POINT (13.3633522 52.543785),52.543785,13.3633522,standalone,,"Müllerstraße, 13353, Berlin",Euronet,Mitte,0105,Wedding,11001001
10916923835,,,POINT (13.449956 52.479354),52.479354,13.449956,standalone,,"Treptower Straße, 12059, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
10961959738,,,POINT (13.3212269 52.4560028),52.4560028,13.3212269,standalone,,"Kuhligkshofstraße, 12165, Berlin",Sparkasse,Steglitz-Zehlendorf,0601,Steglitz,11006006
10965536007,,,POINT (13.3873369 52.549753),52.549753,13.3873369,indoor,,"Badstraße, 4, 13357, Berlin",Sb Self-Service,Mitte,0106,Gesundbrunnen,11001001
10984074838,,,POINT (13.3550788 52.5970797),52.5970797,13.3550788,standalone,,"Senftenberger Ring, 3a, 13439, Berlin",Berliner Sparkasse,Reinickendorf,1210,Märkisches Viertel,11012012
11018699614,,,POINT (13.4111801 52.5240941),52.5240941,13.4111801,standalone,,"Memhardstraße, 10178, Berlin",Iccash,Mitte,0101,Mitte,11001001
11026370110,,,POINT (13.3964779 52.5667018),52.5667018,13.3964779,standalone,,"Pichelswerderstraße, 13187, Berlin",Euronet,Pankow,0307,Pankow,11003003
11026518957,,,POINT (13.3917234 52.5639094),52.5639094,13.3917234,standalone,,"Kattegatstraße, 13359, Berlin",Cashzone,Mitte,0106,Gesundbrunnen,11001001
11034356297,24/7,,POINT (13.414383 52.5508462),52.5508462,13.414383,standalone,accessible,"Wichertstraße, 10439, Berlin",Berliner Sparkasse,Pankow,0301,Prenzlauer Berg,11003003
11035951197,,,POINT (13.3463631 52.4976624),52.4976624,13.3463631,standalone,,"Martin-Luther-Straße, 10777, Berlin",Cashzone,Tempelhof-Schöneberg,0701,Schöneberg,11007007
11051639050,,,POINT (13.3201048 52.4772955),52.4772955,13.3201048,standalone,,"Laubacher Straße, 14197, Berlin",Euronet,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,11004004
11055086474,,,POINT (13.4624424 52.4246809),52.4246809,13.4624424,indoor,,"Lipschitzplatz, 12353, Berlin",Cashzone,Neukölln,0805,Gropiusstadt,11008008
11055346546,,,POINT (13.1972381 52.5211369),52.5211369,13.1972381,standalone,,"Adamstraße, 13595, Berlin",Berliner Volksbank,Spandau,0509,Wilhelmstadt,11005005
11062226565,,,POINT (13.3891118 52.5124841),52.5124841,13.3891118,indoor,accessible,"Anton-Wilhelm-Amo-Straße, 10117, Berlin",Deutsche Bank,Mitte,0101,Mitte,11001001
11063661258,,,POINT (13.4292602 52.4844451),52.4844451,13.4292602,standalone,,"Reuterstraße, 18-19, 12043, Berlin",unknown_atm,Neukölln,0801,Neukölln,11008008
11063661259,24/7,,POINT (13.4322056 52.482936),52.482936,13.4322056,standalone,,"Karl-Marx-Straße, 12043, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
11067275896,,,POINT (13.3282302 52.5676099),52.5676099,13.3282302,indoor,,"Ollenhauerstraße, 122, 13403, Berlin",Sparkasse,Reinickendorf,1201,Reinickendorf,11012012
11068066936,,,POINT (13.315932 52.5057103),52.5057103,13.315932,standalone,,"Wielandstraße, 10625, Berlin",unknown_atm,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
11078136008,,,POINT (13.2796932 52.5181827),52.5181827,13.2796932,standalone,,"Spandauer Damm, 14059, Berlin",unknown_atm,Charlottenburg-Wilmersdorf,0405,Westend,11004004
11078146106,,,POINT (13.2847305 52.5188479),52.5188479,13.2847305,standalone,,"Spandauer Damm, 90, 14059, Berlin",unknown_atm,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
11078324006,,,POINT (13.2105596 52.5272206),52.5272206,13.2105596,standalone,,"Schulenburgstraße, 13597, Berlin",unknown_atm,Spandau,0509,Wilhelmstadt,11005005
11079063649,,,POINT (13.3849433 52.5506418),52.5506418,13.3849433,standalone,,"Badstraße, 13357, Berlin",Iccash,Mitte,0106,Gesundbrunnen,11001001
11112715589,,,POINT (13.3878464 52.4937328),52.4937328,13.3878464,indoor,,"Mehringdamm, 10961, Berlin",Deutsche Bank,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
11123415222,,,POINT (13.4262824 52.4876773),52.4876773,13.4262824,standalone,,"Sonnenallee, 12047, Berlin",unknown_atm,Neukölln,0801,Neukölln,11008008
11123415223,,,POINT (13.4259363 52.4878035),52.4878035,13.4259363,standalone,,"Sonnenallee, 12047, Berlin",Iccash Services,Neukölln,0801,Neukölln,11008008
11124193793,,,POINT (13.4264469 52.5316103),52.5316103,13.4264469,standalone,,"Immanuelkirchstraße, 15, 10405, Berlin",Euronet Worldwide,Pankow,0301,Prenzlauer Berg,11003003
11126718524,,,POINT (13.416592 52.5430432),52.5430432,13.416592,standalone,,"Lychener Straße, 10437, Berlin",Euronet Worldwide,Pankow,0301,Prenzlauer Berg,11003003
11133766411,,,POINT (13.3768756 52.500336),52.500336,13.3768756,standalone,,"Tempelhofer Ufer, 10963, Berlin",Postbank,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
11167382851,,,POINT (13.3830426 52.591963),52.591963,13.3830426,indoor,,"Friedrich-Engels-Straße, 13158, Berlin",Euronet,Pankow,0312,Rosenthal,11003003
11190066804,,,POINT (13.4560773 52.474029),52.474029,13.4560773,standalone,,"Sonnenallee, 12059, Berlin",IC Cash Services,Neukölln,0801,Neukölln,11008008
11194820937,,,POINT (13.4529774 52.5083955),52.5083955,13.4529774,standalone,,"Libauer Straße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
11194820938,,,POINT (13.4526174 52.5084359),52.5084359,13.4526174,standalone,,"Libauer Straße, 10245, Berlin",Euronet,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
11234530967,,,POINT (13.323609 52.4560451),52.4560451,13.323609,standalone,not accessible,"Berlinickestraße, 12165, Berlin",unknown_atm,Steglitz-Zehlendorf,0601,Steglitz,11006006
11262665299,,,POINT (13.4575069 52.4419647),52.4419647,13.4575069,standalone,,"Rudower Straße, 12351, Berlin",Cashzone,Neukölln,0803,Buckow,11008008
11262665300,,,POINT (13.4565165 52.4420202),52.4420202,13.4565165,standalone,,"Rudower Straße, 12351, Berlin",unknown_atm,Neukölln,0803,Buckow,11008008
11262665301,,,POINT (13.4570812 52.4424221),52.4424221,13.4570812,indoor,,"Rudower Straße, 12351, Berlin",Euronet Worldwide,Neukölln,0803,Buckow,11008008
11263294648,24/7,,POINT (13.3584382 52.546579),52.546579,13.3584382,standalone,,"Müllerstraße, 151, 13353, Berlin",Berliner Volksbank,Mitte,0105,Wedding,11001001
11269771827,,,POINT (13.4317245 52.4673848),52.4673848,13.4317245,standalone,,"Hermannstraße, 12051, Berlin",unknown_atm,Neukölln,0801,Neukölln,11008008
11274457080,,,POINT (13.3721541 52.544043),52.544043,13.3721541,standalone,,"Gerichtstraße, 65, 13347, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
11285584349,,,POINT (13.4390617 52.4764126),52.4764126,13.4390617,standalone,,"Karl-Marx-Straße, 12043, Berlin",Iccash Services,Neukölln,0801,Neukölln,11008008
11295776568,,,POINT (13.408442 52.4894829),52.4894829,13.408442,standalone,,"Körtestraße, 35, 10967, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
11307753569,24/7,,POINT (13.4079356 52.5049891),52.5049891,13.4079356,standalone,,"Oranienstraße, 10969, Berlin",Tekel Shop,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
11341391405,,,POINT (13.3453045 52.4853442),52.4853442,13.3453045,standalone,accessible,"Martin-Luther-Straße, 10825, Berlin",Euronet Worldwide,Tempelhof-Schöneberg,0701,Schöneberg,11007007
11363525781,,,POINT (13.4519209 52.5124599),52.5124599,13.4519209,standalone,,"Grünberger Straße, 10243, Berlin",Euronet Worldwide,Friedrichshain-Kreuzberg,0201,Friedrichshain,11002002
11392344692,24/7,,POINT (13.3786288 52.5658824),52.5658824,13.3786288,standalone,accessible,"Kühnemannstraße, 13409, Berlin",Euronet,Mitte,0106,Gesundbrunnen,11001001
11393911313,,,POINT (13.4257473 52.4793523),52.4793523,13.4257473,standalone,,"Hermannstraße, 12049, Berlin",unknown_atm,Neukölln,0801,Neukölln,11008008
11415507271,24/7,,POINT (13.4124872 52.5393476),52.5393476,13.4124872,standalone,,"Schönhauser Allee, 10435, Berlin",Euronet,Pankow,0301,Prenzlauer Berg,11003003
11449543951,,,POINT (13.3557938 52.4864401),52.4864401,13.3557938,standalone,,"Akazienstraße, 10823, Berlin",unknown_atm,Tempelhof-Schöneberg,0701,Schöneberg,11007007
11491681231,,,POINT (13.3317626 52.5269088),52.5269088,13.3317626,standalone,,"Turmstraße, 10551, Berlin",IC Cash Services,Mitte,0102,Moabit,11001001
11509997907,,,POINT (13.4673967 52.56177),52.56177,13.4673967,standalone,,"Gehringstraße, 13088, Berlin",Berliner Sparkasse,Pankow,0302,Weißensee,11003003
11531343542,,fee applies,POINT (13.2408239 52.5103848),52.5103848,13.2408239,standalone,,"Flatowallee, 14055, Berlin",Euronet,Charlottenburg-Wilmersdorf,0405,Westend,11004004
11559591554,24/7,,POINT (13.5766431 52.4553866),52.4553866,13.5766431,standalone,not accessible,"Bahnhofstraße, 12555, Berlin",Euronet,Treptow-Köpenick,0910,Köpenick,11009009
11563640147,,,POINT (13.3843296 52.5563728),52.5563728,13.3843296,standalone,,"Prinzenallee, 13359, Berlin",Cashzone,Mitte,0106,Gesundbrunnen,11001001
11564537944,,,POINT (13.3932999 52.5642993),52.5642993,13.3932999,standalone,,"Wollankstraße, 100, 13359, Berlin",Cashzone,Mitte,0106,Gesundbrunnen,11001001
11595987629,,,POINT (13.3312378 52.4947612),52.4947612,13.3312378,standalone,,"Bundesallee, 10717, Berlin",Berliner Volksbank eG,Charlottenburg-Wilmersdorf,0402,Wilmersdorf,11004004
11613447909,,,POINT (13.421031 52.4770672),52.4770672,13.421031,standalone,,"Herrfurthstraße, 12049, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
11630186939,06:00-23:00,,POINT (13.3583888 52.5465489),52.5465489,13.3583888,indoor,not accessible,"Müllerstraße, 151, 13353, Berlin",Berliner Volksbank,Mitte,0105,Wedding,11001001
11630186940,06:00-23:00,,POINT (13.358358 52.5465298),52.5465298,13.358358,indoor,not accessible,"Müllerstraße, 151, 13353, Berlin",Berliner Volksbank,Mitte,0105,Wedding,11001001
11630186941,06:00-23:00,,POINT (13.3583195 52.5465256),52.5465256,13.3583195,indoor,not accessible,"Müllerstraße, 151, 13353, Berlin",Berliner Volksbank,Mitte,0105,Wedding,11001001
11638232177,,,POINT (13.4347485 52.4612247),52.4612247,13.4347485,standalone,accessible,"Britzer Damm, 12347, Berlin",Cashzone,Neukölln,0802,Britz,11008008
11638242428,,,POINT (13.4341042 52.4633427),52.4633427,13.4341042,standalone,,"Juliusstraße, 12051, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
11639130929,,,POINT (13.3827585 52.5241157),52.5241157,13.3827585,indoor,,"Schumannstraße, 10, 10117, Berlin",Gls Gemeinschaftsbank eG,Mitte,0101,Mitte,11001001
11645663178,,,POINT (13.4327624 52.4652971),52.4652971,13.4327624,standalone,,"Hermannstraße, 12051, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
11645663273,,,POINT (13.4332163 52.4644337),52.4644337,13.4332163,standalone,,"Hermannstraße, 12051, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
11681037903,,,POINT (13.4313132 52.4830114),52.4830114,13.4313132,standalone,,"Karl-Marx-Straße, 12043, Berlin",Cashzone,Neukölln,0801,Neukölln,11008008
11721662603,,,POINT (13.3880454 52.5233233),52.5233233,13.3880454,standalone,,"Ziegelstraße, 10117, Berlin",Euronet,Mitte,0101,Mitte,11001001
11721671073,24/7,,POINT (13.5409978 52.4350857),52.4350857,13.5409978,standalone,,"Rudower Chaussee, 12489, Berlin",Euronet,Treptow-Köpenick,0907,Adlershof,11009009
11727959791,,,POINT (13.388724 52.519083),52.519083,13.388724,standalone,,"Friedrichstraße, 10117, Berlin",Berliner Volksbank,Mitte,0101,Mitte,11001001
11738874383,,,POINT (13.4412215 52.4696577),52.4696577,13.4412215,standalone,,"Emser Straße, 12051, Berlin",Euronet,Neukölln,0801,Neukölln,11008008
11800101422,,,POINT (13.4176551 52.498559),52.498559,13.4176551,indoor,,"Skalitzer Straße, 10999, Berlin",Euronet,Friedrichshain-Kreuzberg,0202,Kreuzberg,11002002
11806794237,,,POINT (13.2964609 52.5109935),52.5109935,13.2964609,standalone,,"Sophie-Charlotte-Platz, 14057, Berlin",Sparkasse,Charlottenburg-Wilmersdorf,0401,Charlottenburg,11004004
