name,poi_type,brand,operator,opening_hours,address,latitude,longitude,district,district_id,neighborhood,neighborhood_id
Innogy,charging_station,Innogy,Innogy,,,52.57001929999999,13.5666909,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,Lidl,,,52.5696416,13.5693989,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,,24/7,,52.440688099999996,13.459444299999998,Neukölln,08,Buckow,Buckow
unknown gas station,charging_station,,TotalEnergies,,,52.5327136,13.344944599999998,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,TotalEnergies,,,52.53274149999999,13.345001700000001,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.532918399999986,13.3953879,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,technagon,,,52.487739399999995,13.3903303,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
ubitricity,charging_station,ubitricity,ubitricity,,,52.46549859999999,13.493213100000002,Treptow-Köpenick,09,Baumschulenweg,Baumschulenweg
unknown gas station,charging_station,,,,,52.4658473,13.4927225,Treptow-Köpenick,09,Baumschulenweg,Baumschulenweg
ubitricity,charging_station,ubitricity,ubitricity,,,52.46624839999999,13.4921622,Treptow-Köpenick,09,Baumschulenweg,Baumschulenweg
unknown gas station,charging_station,,Shell Recharge Solutions,,,52.54274499999999,13.377485799999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Shell,,,52.547659,13.194173999999999,Spandau,05,Spandau,Spandau
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.425694400000005,13.3614503,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.42646659999999,13.361413999999998,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.634175,13.2962612,Reinickendorf,12,Frohnau,Frohnau
ubitricity,charging_station,ubitricity,ubitricity,,,52.5469909,13.198282600000002,Spandau,05,Spandau,Spandau
ubitricity,charging_station,ubitricity,ubitricity,,,52.546728900000005,13.198623099999999,Spandau,05,Spandau,Spandau
ubitricity,charging_station,ubitricity,ubitricity,,,52.5466072,13.199189199999998,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,Elektrisch unterwegs,Unitrocity,,,52.5457546,13.2004119,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,Elektrisch unterwegs,Unitticity,,,52.545440299999996,13.2003204,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,,,,52.41206479999999,13.5580616,Treptow-Köpenick,09,Altglienicke,Altglienicke
unknown gas station,charging_station,,,,,52.547367499999986,13.1974066,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,,,,52.547416399999996,13.196977599999999,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,Ubitricity Gesellschaft für verteilte Energiesysteme mbH,,,52.5447407,13.201181899999998,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,Ubitricity Gesellschaft für verteilte Energiesysteme mbH,,,52.544713,13.200722099999998,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,Ubitricity Gesellschaft für verteilte Energiesysteme mbH,,,52.5444126,13.202372999999998,Spandau,05,Spandau,Spandau
ubitricity,charging_station,ubitricity,ubitricity,,,52.54873999999999,13.2067478,Spandau,05,Spandau,Spandau
ubitricity,charging_station,ubitricity,ubitricity,,,52.5487898,13.207593299999997,Spandau,05,Spandau,Spandau
ubitricity,charging_station,ubitricity,ubitricity,,,52.5489302,13.2080614,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,,,,52.5486001,13.202431800000001,Spandau,05,Spandau,Spandau
ubitricity,charging_station,ubitricity,ubitricity,,,52.5485374,13.2013788,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,Compleo,Berliner Stadtwerke,,,52.54841569999999,13.1998757,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,Shell,,,52.55491189999999,13.391644199999998,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.531371,13.409104999999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.635314599999994,13.298259299999998,Reinickendorf,12,Frohnau,Frohnau
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.63544399999999,13.298804899999999,Reinickendorf,12,Frohnau,Frohnau
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.635537699999986,13.301865199999998,Reinickendorf,12,Frohnau,Frohnau
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.63542710000001,13.3013854,Reinickendorf,12,Frohnau,Frohnau
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.63429649999999,13.296759,Reinickendorf,12,Frohnau,Frohnau
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.6338127,13.292848,Reinickendorf,12,Frohnau,Frohnau
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.47613849999999,13.343011199999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,,,,52.51884249999999,13.5648952,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
ubitricity,charging_station,ubitricity,ubitricity,,,52.421843599999995,13.3558227,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
ubitricity,charging_station,ubitricity,ubitricity,,,52.421955,13.3555276,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
ubitricity,charging_station,ubitricity,ubitricity,,,52.4220584,13.3552631,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
unknown gas station,charging_station,TotalEnergies,TotalEnergies,,,52.52724399999999,13.345453799999998,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,TotalEnergies,TotalEnergies,,,52.527142199999986,13.3454554,Mitte,01,Moabit,Moabit
ubitricity,charging_station,ubitricity,ubitricity,,,52.4534125,13.5190265,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
ubitricity,charging_station,ubitricity,ubitricity,,,52.45312139999999,13.520416699999998,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
ubitricity,charging_station,ubitricity,ubitricity,,,52.45296729999999,13.5212066,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
ubitricity,charging_station,ubitricity,ubitricity,,,52.451997899999995,13.5258479,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
ubitricity,charging_station,ubitricity,ubitricity,,,52.451820899999994,13.526699099999998,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
ubitricity,charging_station,ubitricity,ubitricity,,,52.4517288,13.527156899999998,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
ubitricity,charging_station,ubitricity,ubitricity,,,52.452688,13.5363107,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
ubitricity,charging_station,ubitricity,ubitricity,,,52.43485699999999,13.3422543,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
ubitricity,charging_station,ubitricity,ubitricity,,,52.435021,13.3420121,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
ubitricity,charging_station,ubitricity,ubitricity,,,52.435194,13.3417402,Steglitz-Zehlendorf,06,Lankwitz,Lankwitz
ubitricity,charging_station,ubitricity,ubitricity,,,52.5488509,13.570389399999998,Marzahn-Hellersdorf,10,Marzahn,Marzahn
ubitricity,charging_station,ubitricity,ubitricity,,,52.548604799999985,13.570336999999999,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.420899999999996,13.1582393,Steglitz-Zehlendorf,06,Wannsee,Wannsee
unknown gas station,charging_station,,Qwello,,,52.47348929999999,13.45143,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Qwello,,,52.4734726,13.4514686,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Qwello,,,52.4734534,13.451505499999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Qwello,,,52.4734325,13.4515461,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.5329284,13.4082143,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Berliner Stadtwerke GmbH,,,52.479959799999996,13.323815600000001,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,,,,52.5629539,13.5545754,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,EZE,,,52.49415829999999,13.4290615,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,,,52.56241219999999,13.467471699999999,Pankow,03,Weißensee,Weißensee
unknown gas station,charging_station,,EDEKA,,,52.4574596,13.5096312,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
unknown gas station,charging_station,,EDEKA,,,52.457495699999996,13.5095739,Treptow-Köpenick,09,Niederschöneweide,Niederschöneweide
unknown gas station,charging_station,,EZE,,,52.4900488,13.433219500000002,Neukölln,08,Neukölln,Neukölln
ubitricity,charging_station,ubitricity,ubitricity,,,52.45520260000001,13.324898100000002,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,Qwello,,,52.5574131,13.418611499999999,Pankow,03,Pankow,Pankow
ubitricity,charging_station,ubitricity,ubitricity,,,52.4513157,13.330512899999999,Steglitz-Zehlendorf,06,Steglitz,Steglitz
ubitricity,charging_station,ubitricity,ubitricity,,,52.4511489,13.3310325,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,,,,52.55052049999999,13.419977799999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,Lidl,Lidl,,,52.5250435,13.5334944,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,EZE,,,52.4801627,13.437749999999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.55278859999999,13.406494899999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5734898,13.4102606,Pankow,03,Pankow,Pankow
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.479863899999984,13.425884999999997,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.560525899999995,13.379418699999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Qwello,,,52.56177999999999,13.379290099999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.4604713,13.4297613,Neukölln,08,Britz,Britz
unknown gas station,charging_station,,,,,52.5694053,13.406740299999997,Pankow,03,Pankow,Pankow
unknown gas station,charging_station,Shell,Shell,,,52.5256591,13.5507668,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,Shell,Shell,,,52.5255544,13.5520387,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,Shell,Shell,,,52.525499199999985,13.552728699999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,Shell,Shell,,,52.525284000000006,13.5553571,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,Shell,Shell,,,52.5252328,13.5559948,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,EZE,,,52.527607399999994,13.400289599999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.509189,13.463815699999998,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,,,,52.4804122,13.481500799999997,Treptow-Köpenick,09,Plänterwald,Plänterwald
unknown gas station,charging_station,,Lidl,,,52.5002951,13.4652798,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Qwello,,,52.55005359999999,13.3634659,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,Qwello,,,52.5501079,13.3634024,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,Jolt Energy GmbH,,,52.4455591,13.2925798,Steglitz-Zehlendorf,06,Dahlem,Dahlem
unknown gas station,charging_station,,Lidl,,,52.440731299999996,13.2894415,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,be.berlin,,,52.44655300000001,13.313474599999997,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.469851299999995,13.439237499999999,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,EZE,EZE,,,52.45225499999999,13.511054999999999,Treptow-Köpenick,09,Johannisthal,Johannisthal
unknown gas station,charging_station,EZE,EZE,,,52.450558799999996,13.511882999999997,Treptow-Köpenick,09,Johannisthal,Johannisthal
unknown gas station,charging_station,Qwello,Qwello,,,52.49148439999999,13.4258915,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,Qwello,Qwello,,,52.491516,13.4258827,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,Qwello,Qwello,,,52.49154899999999,13.4258733,Neukölln,08,Neukölln,Neukölln
Shell Recharge,charging_station,Shell,Shell Recharge Solutions,,,52.4885197,13.3066072,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
Shell Recharge,charging_station,Shell,Shell Recharge Solutions,,,52.4885287,13.306693699999999,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
ubitricity,charging_station,ubitricity,ubitricity,,,52.45886459999999,13.318494199999998,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,EZE,,,52.445872,13.5766046,Treptow-Köpenick,09,Köpenick,Köpenick
unknown gas station,charging_station,,EZE,,,52.4796783,13.4281634,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Qwello,,,52.548704,13.382364499999998,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Qwello,,,52.548696799999995,13.382440199999998,Mitte,01,Gesundbrunnen,Gesundbrunnen
ChargePoint,charging_station,TotalEnergies,TotalEnergies,,,52.52771849999999,13.4577847,Lichtenberg,11,Fennpfuhl,Fennpfuhl
unknown gas station,charging_station,,,,,52.53341529999999,13.188788499999998,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,Qwello,,,52.49114389999999,13.4100629,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Qwello,,,52.4911234,13.410140999999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,Allego,Allego,,,52.5427793,13.238751099999998,Spandau,05,Haselhorst,Haselhorst
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5471016,13.389767699999998,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,Vattenfall InCharge,,24/7,,52.3859947,13.400393999999999,Tempelhof-Schöneberg,07,Lichtenrade,Lichtenrade
ubitricity,charging_station,ubitricity,ubitricity,,,52.4242083,13.238828699999997,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,EZE,,,52.436583199999994,13.546589,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.52876079999999,13.567206199999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,Shell,,,52.4758863,13.340979999999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.448920799999996,13.631017,Treptow-Köpenick,09,Friedrichshagen,Friedrichshagen
ubitricity,charging_station,ubitricity,ubitricity,24/7,,52.448913,13.6313863,Treptow-Köpenick,09,Friedrichshagen,Friedrichshagen
unknown gas station,charging_station,,Mennekes,,,52.461927099999976,13.403399499999999,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
unknown gas station,charging_station,,,,,52.4360237,13.4652865,Neukölln,08,Buckow,Buckow
unknown gas station,charging_station,,eze.networks,24/7,,52.52538499999999,13.415284999999999,Mitte,01,Mitte,Mitte
Aral Pulse,charging_station,Aral pulse,Aral,,,52.5436113,13.2430024,Spandau,05,Haselhorst,Haselhorst
unknown gas station,charging_station,,Shell,,,52.5059602,13.459821,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Shell,,,52.5060119,13.4598451,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Shell,,,52.50606189999999,13.4598685,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Qwello,,,52.50966889999998,13.4620863,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,EZE,EZE,,,52.4671565,13.508860499999999,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
unknown gas station,charging_station,Berliner Stadtwerke,Berliner Stadtwerke,,,52.557610499999996,13.2183994,Spandau,05,Hakenfelde,Hakenfelde
ubitricity,charging_station,ubitricity,ubitricity,,,52.5512323,13.2136593,Spandau,05,Hakenfelde,Hakenfelde
ubitricity,charging_station,ubitricity,ubitricity,,,52.55074929999999,13.213348899999998,Spandau,05,Hakenfelde,Hakenfelde
ubitricity,charging_station,ubitricity,ubitricity,,,52.549975,13.2129344,Spandau,05,Hakenfelde,Hakenfelde
unknown gas station,charging_station,EZE,EZE,,,52.508951,13.3085731,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Allego,,,52.5384966,13.2342413,Spandau,05,Haselhorst,Haselhorst
unknown gas station,charging_station,Aral pulse,Aral,,,52.5167205,13.177433300000002,Spandau,05,Wilhelmstadt,Wilhelmstadt
unknown gas station,charging_station,Aral pulse,Aral,,,52.51674419999999,13.177441599999998,Spandau,05,Wilhelmstadt,Wilhelmstadt
unknown gas station,charging_station,Total,TotalEnergies,,,52.5168777,13.180212399999998,Spandau,05,Wilhelmstadt,Wilhelmstadt
unknown gas station,charging_station,,ubitricity,,,52.520896799999996,13.1892874,Spandau,05,Wilhelmstadt,Wilhelmstadt
unknown gas station,charging_station,,ubitricity,,,52.52088869999999,13.1884823,Spandau,05,Wilhelmstadt,Wilhelmstadt
ubitricity,charging_station,ubitricity,ubitricity,,,52.4945001,13.6172713,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
ubitricity,charging_station,ubitricity,ubitricity,,,52.4950493,13.6178021,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
ubitricity,charging_station,ubitricity,ubitricity,,,52.49476630000001,13.617529199999998,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,EZE,,,52.462371099999984,13.521786599999999,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
unknown gas station,charging_station,,Qwello,,,52.55087129999999,13.405499499999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Shell Recharge Solutions,,,52.5440598,13.26633,Spandau,05,Siemensstadt,Siemensstadt
unknown gas station,charging_station,EZE,EZE,,,52.44592749999999,13.5115561,Treptow-Köpenick,09,Johannisthal,Johannisthal
unknown gas station,charging_station,,Vattenfall,,,52.548102499999985,13.4196399,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,EZE,,,52.4450248,13.569472999999999,Treptow-Köpenick,09,Köpenick,Köpenick
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.52603049999999,13.441336999999999,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
