name,poi_type,brand,operator,opening_hours,address,latitude,longitude,district,district_id,neighborhood,neighborhood_id
unknown gas station,charging_station,,RWE-Effizienz,,,52.4751236,13.323688899999999,Tempelhof-Schöneberg,07,Friedenau,Friedenau
Innogy,charging_station,Innogy,Innogy,24/7,,52.484061499999996,13.4435393,Neukölln,08,Neukölln,Neukölln
RWE Autostrom,charging_station,Innogy,Innogy,,,52.50501909999999,13.343491,Mitte,01,Tiergarten,Tiergarten
Innogy,charging_station,Innogy,Innogy,,,52.5109131,13.5877711,Marzahn-Hellersdorf,10,Kaulsdorf,Kaulsdorf
unknown gas station,charging_station,,RWE-Effizienz,,,52.52860249999999,13.2274076,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,RWE-Effizienz,,,52.48111139999999,13.526554399999998,Lichtenberg,11,Karlshorst,Karlshorst
unknown gas station,charging_station,,RWE-Effizienz,,,52.51283380000001,13.6121456,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,E.ON Drive,E.ON,,,52.4860926,13.4240035,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,RWE-Effizienz,,,52.5622928,13.324839699999998,Reinickendorf,12,Reinickendorf,Reinickendorf
unknown gas station,charging_station,,RWE-Effizienz,,,52.440041,13.386916599999998,Tempelhof-Schöneberg,07,Mariendorf,Mariendorf
unknown gas station,charging_station,,RWE-Effizienz,,,52.5229941,13.466171699999999,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,RWE-Effizienz,,,52.54836999999999,13.501212599999999,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
unknown gas station,charging_station,,Lautlos durch Deutschland,,,52.5122248,13.3824953,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Vattenfall,,,52.5111557,13.389562699999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,RWE-Effizienz,,,52.50947399999998,13.3895496,Mitte,01,Mitte,Mitte
Innogy,charging_station,Innogy,Innogy,24/7,,52.4693553,13.371171799999999,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
unknown gas station,charging_station,,RWE-Effizienz,,,52.4731897,13.457014199999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Vattenfall,,,52.54968949999999,13.388575,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Shell Recharge Solutions,,,52.54968949999999,13.388664299999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,RWE-Effizienz,,,52.47774,13.4475393,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,RWE-Effizienz,,,52.46996879999999,13.4435298,Neukölln,08,Neukölln,Neukölln
Innogy,charging_station,Innogy,Innogy,24/7,,52.47763179999999,13.427356399999999,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,RWE-Effizienz,,,52.4596894,13.384725299999998,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
unknown gas station,charging_station,,Vattenfall,Mo-Fr 07:00-18:00; Sa 08:00-12:00,,52.4639726,13.369730799999997,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Vattenfall,,,52.464585799999995,13.367186199999999,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Vattenfall,Mo-Fr 06:00-24:00; Sa 09:00-21:00,,52.43771159999999,13.262558199999999,Steglitz-Zehlendorf,06,Zehlendorf,Zehlendorf
unknown gas station,charging_station,,Vattenfall,,,52.466839900000004,13.3305892,Tempelhof-Schöneberg,07,Friedenau,Friedenau
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.46791979999998,13.328154999999999,Tempelhof-Schöneberg,07,Friedenau,Friedenau
unknown gas station,charging_station,,RWE-Effizienz,,,52.470112500000006,13.3401519,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,RWE-Effizienz,,,52.4717224,13.3280099,Tempelhof-Schöneberg,07,Friedenau,Friedenau
unknown gas station,charging_station,,Vattenfall,,,52.4651333,13.325713299999999,Steglitz-Zehlendorf,06,Steglitz,Steglitz
unknown gas station,charging_station,,RWE-Effizienz,,,52.48853519999999,13.340936699999999,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Berliner-Energie-Zentrum,,,52.4645893,13.3671447,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Vattenfall,,,52.4859772,13.457825799999998,Treptow-Köpenick,09,Alt-Treptow,Alt-Treptow
Innogy,charging_station,Innogy,Innogy,,,52.531175100000006,13.468999999999998,Lichtenberg,11,Fennpfuhl,Fennpfuhl
unknown gas station,charging_station,,,,,52.5556344,13.198247699999998,Spandau,05,Hakenfelde,Hakenfelde
unknown gas station,charging_station,,Cariad SE,,,52.523789,13.3205022,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Cariad SE,,,52.52370789999999,13.320391199999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,,,,52.4269521,13.5275592,Treptow-Köpenick,09,Adlershof,Adlershof
EVLink,charging_station,,DB Mobility Logistics AG,,,52.47566169999999,13.3637932,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Vattenfall,,,52.5209042,13.320986,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Allego,,,52.46712699999999,13.327536299999998,Tempelhof-Schöneberg,07,Friedenau,Friedenau
Berlin EUREF Supercharger,charging_station,Tesla Supercharger,Tesla,,,52.4817012,13.356707099999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,BMWi (www.bmwi.de),,,52.5101915,13.3267185,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,EDEKA,,,52.5844686,13.4170345,Pankow,03,Niederschönhausen,Niederschönhausen
unknown gas station,charging_station,,Allego,,,52.432544099999994,13.527682299999999,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,Allego,,,52.44013679999999,13.3165375,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Allego,24/7,,52.5520773,13.4137294,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
Innogy,charging_station,Innogy,Innogy,,,52.50558949999999,13.513614699999998,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5448064,13.498577199999998,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
unknown gas station,charging_station,,Allego,,,52.5356203,13.4318347,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,24/7,,52.53175309999999,13.4261692,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,,,52.5433447,13.4173827,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Vattenfall,24/7,,52.5502569,13.4333286,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Vattenfall,,,52.5450466,13.427063399999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,be emobil,,,52.514630600000004,13.463118999999999,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Freie Universität,,,52.45380099999999,13.2931323,Steglitz-Zehlendorf,06,Dahlem,Dahlem
unknown gas station,charging_station,,Allego,24/7,,52.49352189999999,13.413596499999999,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,beBerlin,,,52.452627699999994,13.384888099999998,Tempelhof-Schöneberg,07,Mariendorf,Mariendorf
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.53370309999999,13.442503799999999,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,,,,52.56931939999999,13.1979623,Spandau,05,Hakenfelde,Hakenfelde
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.5336105,13.4149113,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,be-emobil.de,,,52.51518049999999,13.4508426,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
Be emobil,charging_station,,Allego,,,52.52122039999999,13.3002933,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Allego,24/7,,52.51747509999999,13.304403699999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
Innogy,charging_station,Innogy,Innogy,24/7,,52.52285749999999,13.380947599999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,24/7,,52.48344349999999,13.428803299999998,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Allego,24/7,,52.47434559999999,13.4543603,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Vattenfall,24/7,,52.47033639999999,13.3721779,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
unknown gas station,charging_station,Innogy,Innogy,24/7,,52.46919659999999,13.3707266,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
unknown gas station,charging_station,,Lidl,Mo-Sa 08:00-22:00,,52.48317039999999,13.3511644,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Allego,24/7,,52.51026699999999,13.3299489,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Vattenfall Europe Berlin,,,52.527479299999996,13.371718499999998,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,be-emobil,,,52.4902137,13.419895599999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,,,52.48783089999999,13.3027984,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Lidl,Mo-Sa 08:00-21:00,,52.60344479999999,13.3674146,Reinickendorf,12,Märkisches Viertel,Märkisches Viertel
unknown gas station,charging_station,,Lidl,Mo-Sa 08:00-21:00,,52.60386629999999,13.367633399999999,Reinickendorf,12,Märkisches Viertel,Märkisches Viertel
unknown gas station,charging_station,Innogy,Innogy,,,52.5029874,13.4810164,Lichtenberg,11,Rummelsburg,Rummelsburg
unknown gas station,charging_station,,Allego,,,52.46736559999999,13.490631599999999,Treptow-Köpenick,09,Baumschulenweg,Baumschulenweg
unknown gas station,charging_station,,E.ON,,,52.42889449999999,13.5385471,Treptow-Köpenick,09,Adlershof,Adlershof
unknown gas station,charging_station,,Allego,,,52.5256324,13.428992499999998,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,be emobil,,,52.5200935,13.437720599999999,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Shell Recharge Solutions,,,52.49235569999999,13.525066399999998,Lichtenberg,11,Karlshorst,Karlshorst
be emobil,charging_station,,be emobil,24/7,,52.498117900000004,13.502434899999999,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
be emobil,charging_station,,be emobil,24/7,,52.519736900000005,13.269474599999999,Charlottenburg-Wilmersdorf,04,Westend,Westend
E-Bike Ladestation,charging_station,,Lidl,Mo-Sa 08:00-22:00,,52.483035199999996,13.3513787,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Allego,,,52.5352943,13.403319699999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,,,52.530857499999996,13.461638899999999,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.47834709999999,13.4269049,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,,,,52.522657499999994,13.3205455,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,,,,52.522542,13.3203992,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,be-emobil,24/7,,52.5343418,13.517827999999998,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,Allego,,,52.48836349999999,13.349543699999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Allego,,,52.4873567,13.354503199999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Allego,,,52.485368299999976,13.361380399999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,be emobil,,,52.510487299999994,13.2970512,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
ubitricty Laterne,charging_station,ubitricity,ubitricity,,,52.50872970000001,13.5069054,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
unknown gas station,charging_station,,Allego,,,52.554999300000006,13.340994499999999,Mitte,01,Wedding,Wedding
be emobil,charging_station,,Allego,,,52.54494979999999,13.3913809,Mitte,01,Gesundbrunnen,Gesundbrunnen
Be Emobil,charging_station,,Allego,24/7,,52.49186420000001,13.524881099999998,Lichtenberg,11,Karlshorst,Karlshorst
unknown gas station,charging_station,,IKEA,Mo-Sa 10:00-21:00,,52.53430970000001,13.512628599999998,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,IKEA,Mo-Sa 10:00-21:00,,52.53431380000001,13.512701099999997,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,IKEA,Mo-Sa 10:00-21:00,,52.5343184,13.5127644,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,Vattenfall,,,52.4726423,13.3351396,Tempelhof-Schöneberg,07,Friedenau,Friedenau
unknown gas station,charging_station,,Vattenfall,24/7,,52.531016099999995,13.441620999999998,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,TotalEnergies,TotalEnergies,24/7,,52.53100839999999,13.4416533,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,,,52.5364265,13.4066149,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,,,52.481323,13.318858,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Allego,24/7,,52.53970439999999,13.4069011,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,,,52.54202320000001,13.4390281,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,,,52.547028999999995,13.438646100000001,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,,,52.567805,13.425984600000001,Pankow,03,Pankow,Pankow
unknown gas station,charging_station,,Allego,,,52.548899299999995,13.455757299999998,Pankow,03,Weißensee,Weißensee
unknown gas station,charging_station,,Allego,,,52.53470229999999,13.3971174,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,,,52.55358259999999,13.5431269,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,Allego,,,52.47696849999999,13.328344799999998,Tempelhof-Schöneberg,07,Friedenau,Friedenau
unknown gas station,charging_station,,Allego,,,52.537277499999995,13.5056158,Lichtenberg,11,Alt-Hohenschönhausen,Alt-Hohenschönhausen
unknown gas station,charging_station,,Allego,,,52.4715429,13.3336076,Tempelhof-Schöneberg,07,Friedenau,Friedenau
unknown gas station,charging_station,,Allego,,,52.52937589999999,13.1397833,Spandau,05,Staaken,Staaken
unknown gas station,charging_station,,Allego,,,52.53328229999998,13.195483599999998,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,Allego,,,52.56377239999999,13.329711499999998,Reinickendorf,12,Reinickendorf,Reinickendorf
unknown gas station,charging_station,,Allego,,,52.555233099999995,13.5664636,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,Allego,,,52.52303849999999,13.4802243,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,Allego,24/7,,52.577336,13.293623499999999,Reinickendorf,12,Tegel,Tegel
unknown gas station,charging_station,,Allego,,,52.59050560000001,13.2812104,Reinickendorf,12,Tegel,Tegel
unknown gas station,charging_station,,Allego,,,52.547087,13.354038899999999,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,Allego,,,52.52343479999999,13.3662756,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.531803299999986,13.3778731,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.534234,13.370258500000002,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5401738,13.371161299999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5461758,13.3690134,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,Allego,,,52.5043169,13.4097179,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,,,52.48141580000001,13.3297602,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,be emobil,,,52.52413109999999,13.3324515,Mitte,01,Moabit,Moabit
unknown gas station,charging_station,,be emobil,,,52.52589099999999,13.301138599999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,be emobil,,,52.535563700000004,13.3000877,Charlottenburg-Wilmersdorf,04,Charlottenburg-Nord,Charlottenburg-Nord
unknown gas station,charging_station,,Allego,,,52.5106206,13.322953999999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,be emobil,,,52.49535159999999,13.3089556,Charlottenburg-Wilmersdorf,04,Wilmersdorf,Wilmersdorf
unknown gas station,charging_station,,Vattenfall,,,52.541950499999984,13.5708221,Marzahn-Hellersdorf,10,Marzahn,Marzahn
unknown gas station,charging_station,,Wirelane,,,52.4553571,13.525483099999999,Treptow-Köpenick,09,Oberschöneweide,Oberschöneweide
Innogy,charging_station,Innogy,Innogy,,,52.5087524,13.3729027,Mitte,01,Tiergarten,Tiergarten
unknown gas station,charging_station,,be emobil,24/7,,52.5047684,13.380806599999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,,24/7,,52.50384030000001,13.383669399999999,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,be emobil,24/7,,52.50002020000001,13.40753,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Gewobag,,,52.5004609,13.407838099999998,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,be emobil,"""currently closed""",,52.5133848,13.4155767,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,24/7,,52.4684204,13.429865099999999,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,,24/7,,52.50172619999999,13.624008900000002,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,24/7,,52.5017801,13.6239308,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,,24/7,"Alt-Mahlsdorf 85, 12623 Berlin",52.5027792,13.624232999999998,Marzahn-Hellersdorf,10,Mahlsdorf,Mahlsdorf
unknown gas station,charging_station,,Allego,,"Glasbläserallee 4, 10245 Berlin",52.4962365,13.467548,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Allego,,"Schürstraße 17, 13597 Berlin",52.53286090000001,13.207831999999998,Spandau,05,Spandau,Spandau
unknown gas station,charging_station,,Allego,24/7,,52.553743099999984,13.4085118,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,be emobile,,,52.55866499999998,13.412553700000002,Pankow,03,Pankow,Pankow
unknown gas station,charging_station,,Allego,24/7,,52.548712099999996,13.4123198,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Allego,,,52.544177299999994,13.4153377,Pankow,03,Prenzlauer Berg,Prenzlauer Berg
unknown gas station,charging_station,,Berliner Stadtwerke,,,52.5282104,13.391086,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,24/7,,52.47489,13.427941899999999,Neukölln,08,Neukölln,Neukölln
unknown gas station,charging_station,,Allego,,,52.49511869999999,13.3837292,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,,,52.5548682,13.3613293,Mitte,01,Wedding,Wedding
unknown gas station,charging_station,,Allego,,,52.48253259999998,13.346428,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.47354649999999,13.326951599999997,Tempelhof-Schöneberg,07,Friedenau,Friedenau
unknown gas station,charging_station,,IKEA,Mo-Sa 10:00-21:00,,52.5283629,13.2167912,Spandau,05,Spandau,Spandau
Ladesäule 2x11 kW Typ 2 Ringbahnstr. 131,charging_station,,Berliner Stadtwerke,24/7,,52.46859489999999,13.375227699999998,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
Innogy,charging_station,Innogy,Innogy,,,52.469424899999986,13.371278,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
unknown gas station,charging_station,,,,,52.55868759999999,13.210836199999997,Spandau,05,Hakenfelde,Hakenfelde
Ladesäule Tierparkbahn,charging_station,,Tierpark Berlin-Friedrichsfelde GmbH,,,52.499346300000006,13.526889599999999,Lichtenberg,11,Friedrichsfelde,Friedrichsfelde
bemobil,charging_station,,Allego,24/7,,52.50178769999999,13.477716599999999,Lichtenberg,11,Rummelsburg,Rummelsburg
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.5072514,13.4669816,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Shell Recharge Solutions,Mo-Sa 07:45-22:00,,52.51474,13.476687399999998,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
unknown gas station,charging_station,,Shell Recharge Solutions,Mo-Sa 07:45-22:00,,52.51475529999999,13.476626699999999,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
Vattenfall,charging_station,,Vattenfall Europe AG,Mo-Sa 07:45-22:00,,52.5148454,13.4762981,Friedrichshain-Kreuzberg,02,Friedrichshain,Friedrichshain
RWE,charging_station,Innogy,Innogy,24/7,,52.5161499,13.480020600000001,Lichtenberg,11,Lichtenberg,Lichtenberg
Innogy,charging_station,Innogy,Innogy,24/7,,52.511847599999996,13.497714799999999,Lichtenberg,11,Lichtenberg,Lichtenberg
Innogy,charging_station,Innogy,Innogy,24/7,,52.5137628,13.554259399999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
Be-Emobil,charging_station,,,24/7,,52.48027789999999,13.387307400000001,Tempelhof-Schöneberg,07,Tempelhof,Tempelhof
unknown gas station,charging_station,,IKEA,,,52.469841699999996,13.367903299999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,IKEA,,,52.469844099999996,13.367823999999999,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,IKEA,,,52.4698465,13.367672499999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
Thenewmotion,charging_station,,Shell Recharge Solutions,24/7,,52.507613899999996,13.487015999999999,Lichtenberg,11,Lichtenberg,Lichtenberg
unknown gas station,charging_station,,Shell Recharge Solutions,,,52.5897945,13.394451599999998,Pankow,03,Niederschönhausen,Niederschönhausen
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.5194175,13.286561699999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.5130457,13.2889713,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Fast-e,24/7,,52.51924,13.274625899999998,Charlottenburg-Wilmersdorf,04,Westend,Westend
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.5071072,13.285286999999999,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.5034966,13.303684599999999,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.5057514,13.317666,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.503564,13.3527117,Mitte,01,Tiergarten,Tiergarten
unknown gas station,charging_station,,Allego,24/7,,52.49871629999999,13.359548,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Berliner Stadtwerke,24/7,,52.510853399999995,13.379001599999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,,,,52.529860899999996,13.377161399999999,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,,,,52.52980289999999,13.377216399999998,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,be-emobil,,,52.580869299999996,13.4004423,Pankow,03,Niederschönhausen,Niederschönhausen
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.5661683,13.4058181,Pankow,03,Pankow,Pankow
unknown gas station,charging_station,,Shell Recharge Solutions,24/7,,52.5243914,13.4128864,Mitte,01,Mitte,Mitte
unknown gas station,charging_station,,Allego,,,52.48906230000001,13.3929456,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Allego,,,52.485894599999995,13.394155399999999,Friedrichshain-Kreuzberg,02,Kreuzberg,Kreuzberg
unknown gas station,charging_station,,Juicebox,,,52.493524900000004,13.4480372,Treptow-Köpenick,09,Alt-Treptow,Alt-Treptow
unknown gas station,charging_station,,Kaufland,"Mo-Fr 07:00-23:59, Sa 07:00-23:30",,52.5587833,13.372734699999999,Mitte,01,Gesundbrunnen,Gesundbrunnen
unknown gas station,charging_station,,be emobil,,,52.5210257,13.327987699999998,Charlottenburg-Wilmersdorf,04,Charlottenburg,Charlottenburg
unknown gas station,charging_station,,,,,52.507206599999996,13.555778299999998,Marzahn-Hellersdorf,10,Biesdorf,Biesdorf
unknown gas station,charging_station,,Allego,24/7,,52.4270659,13.3215428,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Allego,24/7,,52.43016189999999,13.327182099999998,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Allego,24/7,,52.42716959999999,13.313604399999997,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Allego,24/7,,52.410053299999994,13.3050376,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
unknown gas station,charging_station,,Allego,,,52.48851019999999,13.359986199999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,BIO COMPANY GmbH,24/7,,52.48122109999999,13.524131699999998,Lichtenberg,11,Karlshorst,Karlshorst
unknown gas station,charging_station,,Allego,,"Großgörschenstraße 1, 10827 Berlin",52.491225799999995,13.361049599999998,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
unknown gas station,charging_station,,Allego,,"Pallasstraße 2, 10781 Berlin",52.494494399999994,13.3602608,Tempelhof-Schöneberg,07,Schöneberg,Schöneberg
ubitricity,charging_station,ubitricity,ubitricity,,,52.4328775,13.288212599999998,Steglitz-Zehlendorf,06,Lichterfelde,Lichterfelde
