geometry,artwork_type,material,name,tourism,image,wheelchair,wikidata,wikipedia,artist_name,name:da,name:en,start_date,subject:wikidata,subject:wikipedia,wikimedia_commons,source,toilets:wheelchair,website,heritage,heritage:operator,historic,image:0,lda:criteria,name:de,name:el,name:fr,name:he,name:lb,name:lt,name:ru,name:zh,ref:lda,statue,artist:wikidata,description,name:nl,note,memorial,description:de,addr:floor,artist:wikipedia,level,opening_hours,amenity,date,display,height,inscription,fenced,alt_name,architect,heritage:website,loc_name,direction,name:be,year,fountain,operational_status,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:phone,contact:website,check_date,indoor,phone,support,visibility,old_name,man_made,format,was:image,layer,check_date:opening_hours,description:fr,drinking_water,end_date,natural,operator,sponsor,weight,width,name:pl,addr:full,colour,drinking_water:legal,emergency,network,pump,pump:status,pump:style,ref,wheelchair:description,access,url,bench,shelter_type,animal,artwork:group,name:ar,construction_date,fixme,aircraft:type,seamark:landmark:category,seamark:landmark:conspicuity,seamark:type,name:signed,opening_hours:signed,owner,min_height,reg_name,description:location,lit,location,name:it,note:en,wikimedia_commons:path,inscription:url,covered,leisure,highway,flickr,memorial:conflict,name:es,name:km,source:artist_name,sculpture,artwork_subject,inscription:de,inscription:en,inscription:tr,description:url,board_type,information,playground:theme,mapillary,buried:wikidata,map_location,stone,artwork_group,name:cs,description:en,brand,playground,name:tr,subject,inscription:zh,rer,detail,utility,operator:wikidata,survey:date,ref:schlossgutshofbritz,year_of_construction,denotation,type,contact:facebook,artist:website,alt_name:en,panoramax,official_name,addr:housename,building,building:levels,barrier,smoothness,surface,tunnel,area,name:ja,min_level,roof:shape,incline,ramp,water,backrest,power,ref:signed,website:de,geoglyph:language,handrail,step_count,tactile_paving,tactile_writing:braille:de,tactile_writing:embossed_printed_letters:de,building:colour,building:material,building:part
POINT (13.3988586 52.5191258),statue,,Löwenkämpfer,artwork,https://photos.app.goo.gl/VrkcSCgzjXfWYwpT7,limited,Q23954878,en:Löwenkämpfer,,,,,,,"Category:Löwenkämpfer (Berlin, Altes Museum)",,,,,,,,,,,,,,,,,,equestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3992475 52.5192739),statue,,Amazone zu Pferde,artwork,https://photos.app.goo.gl/FUjgt4nVqKBWw64XA,limited,Q24036911,en:Amazone zu Pferde (Kiss),,,,,,,"Category:Amazone zu Pferde (Berlin, Altes Museum)",,,,,,,,,,,,,,,,,,equestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4209033 52.606841),sculpture,"bronze,_beton",Kissenbrunnen (Plastik),artwork,https://commons.wikimedia.org/wiki/File:FrzBuchholz_Kissenbrunnen_Hugenottenplatz_01.jpg,yes,Q121338084,,Karol Broniatowski,,,,,,Category:Kissenbrunnen (Karol Broniatowski),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bezirksamt Pankow, Tiefbauamt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.530824 52.4832254),sculpture,,Große Laufende,artwork,,,Q109681103,,Jürgen Pansow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3866571 52.5477323),sculpture,bronze,Diana mit Windhunden,artwork,,yes,Q27926535,de:Jagende Nymphe,Walter Schott,,,,,,Category:Volkspark Humboldthain Rosengarten Jagende Nymphe,,,http://www.luise-berlin.de/lexikon/mitte/d/diana_mit_windhunden.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5250466 52.4957774),statue,bronze,Bisonbulle,artwork,,,Q112965661,,Dietrich Rohde,,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3969722 52.5128504),sculpture,,Tanzende Berolina,artwork,https://upload.wikimedia.org/wikipedia/commons/2/2c/Berlin%2C_Hausvogteiplatz%2C_Tanzende_Berolina_von_Axel_Anklam.jpg,yes,Q110253191,,Axel Anklam,,,2004,,,Category:Tanzende Berolina by Axel Anklam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3974918 52.5069302),sculpture,,o. T.,artwork,,,Q115990146,,Pomona Zipser,,,1999..2000,,,Category:Ohne Titel (Pomona Zipser),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Berlin-Zipser_042.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4158759 52.5108268),sculpture,,Heinrich Heine,artwork,,,Q109654973,,Carin Kreuzberg,,,,Q44403,,File:Carin_Kreuzberg_Heinrich_Heine_Berlin.jpg,,,,,,,,,,,,,,,,,,,Q95186349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3328196 52.4715435),statue,bronze,Grasendes Fohlen,artwork,,,Q117837922,,Renée Sintenis,,,1929,,,,,,,,,,,,,,,,,,,,,,Q64341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2808761 52.5909897),sculpture,steel,Walfisch,artwork,,,Q115009921,,Charles Willard Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4037422 52.5230431),,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4144815 52.5269019),statue,,Heinrich Bettkober,artwork,,yes,,,,,,,,,File:Skulptur Linienstr 14 (Mitte) Friedrich Wilhelm I-Heinrich Bettkober-.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4411418 52.473637),statue,,,artwork,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4411045 52.4736689),statue,,,artwork,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3988702 52.5249966),,,The Missing House,artwork,,,Q116729863,,Christian Boltanski,,,,,,,,,,,,memorial,,,,,,,,,,,,,,,,,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2641354 52.5375395),sculpture,,The Wings,artwork,,,Q110270861,,Daniel Libeskind,,,,,,Category:Wing (Daniel Libeskind),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berlin,,85,13629,Rohrdamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4421285 52.4454649),sculpture,concrete,Säulenreihe,artwork,,,Q123414346,,Karol Broniatowski,,,1992,,,File:Skulptur Parchimer Allee 109 (Britz) Kolonnaden&Karol Broniatowski&1992.jpg,,,,,,,,,,,,,,,,,,,Q1487092,,,,,,,,,,,,,,,,Kolonnaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4418813 52.445277),sculpture,,Ontologia,artwork,,,Q111279934,,Demetros Anastasatos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4426433 52.4448718),sculpture,steel,TIME-LINE,artwork,,,Q136440943,,Matthias Hollefreund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.450526 52.5212336),,,,artwork,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2904028 52.5145745),,,Atelier am Ziegenhof,artwork,,yes,,,,,,,,,,,,https://www.ilkaloerke.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 173 8653592,,,,,,,,,,,,,,,,,Ilka Lörke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4065983 52.5045722),statue,,Apostel Jakobus,artwork,File:St-Jacobi-Kirche Berlin statue.jpg,,Q123224425,,Emil Hopfgarten,,,1844,,,Category:James the Great statue (Emil Hopfgarten),,,,,,,,,,,,,,,,,,,Q1336243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4793799 52.5027456),,,okazi gallery,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,Türrschmidtstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4015202 52.5200544),statue,,Drei Mädchen und ein Knabe,artwork,File:Drei Mädchen ein Knabe (1).JPG,yes,Q54945892,,Wilfried Fitzenreiter,,,,,,Category:Drei Mädchen und ein Knabe by Wilfried Fitzenreiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5120584 52.5073299),statue,kunststein,Mutter mit Kind,artwork,https://commons.wikimedia.org/wiki/File:2010-4-26_F%27felde_fec_AMA.B_837.JPG,,Q115476079,,Manfred Strehlau,,,1986,,,Category:Mutter mit Kind (Manfred Strehlau),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.407707 52.5171037),sculpture,,Die Allegorie der Wissenschaft,artwork,File:Allegorie der Wissenschaft-.JPG,,Q110206261,,Albert Wolff,,The Allegory of Science,,,,Category:Allegorie der Wissenschaft (Albert Wolff),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4074062 52.5166014),sculpture,,"Klio, Muse der Geschichte",artwork,File:Klio_vorne.jpg,,Q110206189,,Albert Wolff,,"Clio, the Muse of History",,,,Category:Klio (Albert Wolff),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4868539 52.5482789),statue,,Die Sonnenanbeterin,artwork,,,Q107498083,,Eberhard Bachmann,,,,,,Category:Die Sonnenanbeterin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4864711 52.5489882),statue,,Elegie,artwork,,,Q107484855,,Evgenia Usimova,,,,,,Category:Elegie (Evgenia Usimova),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4579243 52.5344364),statue,bronze,Segelflieger,artwork,https://commons.wikimedia.org/wiki/File:Ritterplastiksegelfliegersyringenplatz_-_1.jpeg,,Q110995479,,Fritz Ritter,,,,,,Category:Segelflieger by Fritz Ritter,,,,,,,,,,,,,,,,,,,Q1313009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4613217 52.5372775),statue,artificial_stone,,artwork,,,Q115728204,,Erwin Damerow,,,,,,"Category:Bär (Volkspark Prenzlauer Berg, Erwin Damerow)",,,,,,,,,,,,,,,,,,,Q1362886,Bär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4753259 52.5313195),statue,,Große Liegende,artwork,,yes,Q108635508,,,,,,,,"Category:Große Liegende (Siegfried Krepp, Berlin-Fennpfuhl)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4760163 52.5275621),statue,,Poetische Stimmung,artwork,,,Q108643052,,Anton Ratio - Rumänien 1987,,,,,,Category:Poetische Stimmung (Anton Ratiu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4731271 52.5284174),statue,,Zwei,artwork,,,Q108641552,,Mohamed Mustafa Ali -Syrien 1987,,,,,,Category:Zwei (Mohamed Mustafa Ali),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4737849 52.5289657),statue,,Junges Paar,artwork,,,Q108637996,,Jürgen Raue DDR 1987,,,,,,Category:Junges Paar (Jürgen Raue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4727556 52.5281423),statue,stone,Felicia,artwork,https://fennpfuhl.digital/img/statue/felicitas.jpg.webp,,Q108632756,,Janos Seregi - Ungarn 1987,,,,,,Category:Felicia (József Seregi),,,https://fennpfuhl.digital/park/statue/felicitas/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4741472 52.5291444),statue,stone,Zwiesprache,artwork,,,Q111152722,,Jürgen Pansow DDR 1987,,,,,,Category:Zwiesprache (Jürgen Pansow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2417341 52.5205014),statue,,Siegerin,artwork,,,Q109911077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2414986 52.5207604),statue,,Zehnkämpfer,artwork,,,Q109907305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2400071 52.520287),statue,bronze,Ruhender Athlet,artwork,https://commons.wikimedia.org/wiki/File:Skulptur_Jahnplatz_(Westend)_Ruhender_Athlet%26Georg_Kolbe%261936.jpg,,Q109911550,,Georg Kolbe,,,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2399123 52.5198514),statue,,Stier,artwork,,,Q115707660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2396845 52.5200829),statue,bronze,Kuh,artwork,,,Q115707752,,Adolf Strübe,,,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3370477 52.5413581),sculpture,sandstone,Orpheus mit Tieren,artwork,,yes,Q114809870,,Ernst Herter,,,1902,,,"Category:Statue of Orpheus, Eckernförder Platz (Berlin-Wedding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3024784 52.5220219),sculpture,,Stehender Jüngling,artwork,https://photos.app.goo.gl/5n1oU7kvxLt1KW5y9,yes,,,Michael Kamprath (1918-1997),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5476639 52.4645482),sculpture,bronze,Zwei Fohlen,artwork,,,Q112842595,,Heinrich Drake,,,1936,,,Category:Two foals (Heinrich Drake),,,,,,,,,,,,,,,,,,,Q883221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5223483 52.4649662),sculpture,sandstone,Bärenmutter mit Kind,artwork,,,,,,,Mother bear with child,1930,,,,,,,,,,,,,,,,,,,,,,,,Moederbeer met kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5414555 52.4647108),sculpture,sandstone,Eule,artwork,,,Q115691855,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5742642 52.4447686),sculpture,bronze,Wilde Pferde,artwork,,,Q115866007,,Joost van der Velden,,,2007,,,"Category:Wilde Pferde (Schlossplatz, Berlin-Köpenick)",,,https://bildhauerei-in-berlin.de/bildwerk/wilde-pferde-6799/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
