id,brand,shop,amenity,operator_original,brand_original,addr:street,addr:housenumber,addr:postcode,level,wheelchair_access,service_copy,service_print,service_app_operated,service_barcode_scanner,service_bluetooth,service_display_operated,service_label_printer,locker_type,service_parcel_mail_in,service_parcel_pickup,note,note_de,description,geometry,latitude,longitude,opening_hours,website,source,last_checked,data_source,operator,district,neighborhood_id,neighborhood
11373332285,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,0,,,,,,,,,,yes,yes,,,,POINT (13.4073042 52.5460267),52.5460267,13.4073042,24/7,,,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
11387336429,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,cabinet,no,yes,,,,POINT (13.4213372 52.4132343),52.4132343,13.4213372,24/7,,,,OpenStreetMap,Amazon,Neukölln,0803,Buckow
11412187239,Independent Retailer,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,,,,,,POINT (13.2393525 52.5409171),52.5409171,13.2393525,24/7,,,,OpenStreetMap,Unknown,Spandau,0502,Haselhorst
11420326609,Independent Retailer,,parcel_locker,MYFLEXBOX Germany GmbH,Myflexbox,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.3303973 52.4583443),52.4583443,13.3303973,,,,,OpenStreetMap,MyFlexBox,Steglitz-Zehlendorf,0601,Steglitz
11449543949,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3586773 52.4856399),52.4856399,13.3586773,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
11449543950,Independent Retailer,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,,yes,,,,POINT (13.3579839 52.4855969),52.4855969,13.3579839,,,,,OpenStreetMap,Unknown,Tempelhof-Schöneberg,0701,Schöneberg
11458644561,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.5339865 52.5251791),52.5251791,13.5339865,24/7,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
11486410708,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3496869 52.469809),52.469809,13.3496869,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
11486421174,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,only,,,,,cabinet,yes,yes,,,,POINT (13.2869395 52.4827536),52.4827536,13.2869395,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0403,Schmargendorf
11497563090,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,0,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.3777926 52.5494301),52.5494301,13.3777926,24/7,,,,OpenStreetMap,DHL,Mitte,0106,Gesundbrunnen
11514608421,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3341338 52.4908506),52.4908506,13.3341338,,,,,OpenStreetMap,Unknown,Charlottenburg-Wilmersdorf,0402,Wilmersdorf
11516608353,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,yes,,,,POINT (13.3740232 52.4890779),52.4890779,13.3740232,24/7,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
11529449667,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.341367 52.4335515),52.4335515,13.341367,,,,,OpenStreetMap,Unknown,Steglitz-Zehlendorf,0603,Lankwitz
11557100484,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.5700454 52.5543496),52.5543496,13.5700454,,,,,OpenStreetMap,Unknown,Marzahn-Hellersdorf,1001,Marzahn
11584668440,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,yes,,,no,,cabinet,yes,yes,,,,POINT (13.5410383 52.4418056),52.4418056,13.5410383,24/7,,,,OpenStreetMap,DHL,Treptow-Köpenick,0907,Adlershof
11589654879,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.2139146 52.564903),52.564903,13.2139146,,,,,OpenStreetMap,DHL,Spandau,0507,Hakenfelde
11679102604,Independent Retailer,,parcel_locker,MYFLEXBOX Germany GmbH,Myflexbox,,,,,,,,,,,yes,,cabinet,yes,yes,,,,POINT (13.5496411 52.4380495),52.4380495,13.5496411,24/7,,,,OpenStreetMap,MyFlexBox,Treptow-Köpenick,0907,Adlershof
11738865263,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.4296407 52.4677818),52.4677818,13.4296407,,,,,OpenStreetMap,DHL,Neukölln,0801,Neukölln
11739759905,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4127421 52.5108665),52.5108665,13.4127421,24/7,,,,OpenStreetMap,DHL,Mitte,0101,Mitte
11746783668,Amazon,,parcel_locker,Amazon,Amazon Locker,,,,,yes/no,,,,,,,,cabinet,no,yes,,,,POINT (13.3779809 52.5429938),52.5429938,13.3779809,24/7,,,,OpenStreetMap,Amazon,Mitte,0106,Gesundbrunnen
11747938392,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.2935691 52.5775171),52.5775171,13.2935691,,,,,OpenStreetMap,Unknown,Reinickendorf,1202,Tegel
11764272498,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.4322492 52.4533299),52.4533299,13.4322492,,,,,OpenStreetMap,Amazon,Neukölln,0802,Britz
11771767718,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.3456787 52.4899769),52.4899769,13.3456787,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
11778490292,Independent Retailer,,parcel_locker,,Myflexbox,,,,,,,,,,,,,,yes,yes,,,,POINT (13.6181146 52.455796),52.455796,13.6181146,24/7,,,,OpenStreetMap,Unknown,Treptow-Köpenick,0911,Friedrichshagen
11779135928,Independent Retailer,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,,yes,,,,POINT (13.3066162 52.4886861),52.4886861,13.3066162,24/7,,,,OpenStreetMap,Unknown,Charlottenburg-Wilmersdorf,0402,Wilmersdorf
11787421363,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3452018 52.4716777),52.4716777,13.3452018,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
11787459476,Independent Retailer,,parcel_locker,DHL,DHL Poststation,,,,,yes,,,,,,,,,yes,yes,"Zugang nur noch zu den Öffnungszeiten der Bank/Post. Zeitweise bleibt während der Mittagspause der Vorraum, in dem sich die Poststation befindet, offen. Poststation gleichzeitig auch Briefkasten und Postshop. Kein Bargeld, nur Kartenzahlung.",,,POINT (13.3426645 52.43475),52.43475,13.3426645,"Mo-Fr 09:00-13:00, 14:00-18:00; Sa 09:00-13:00; PH off",,dhl.de,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0603,Lankwitz
11813360896,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3830906 52.5920047),52.5920047,13.3830906,,,,,OpenStreetMap,DHL,Pankow,0312,Rosenthal
11813785445,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4501439 52.4708067),52.4708067,13.4501439,,,,,OpenStreetMap,DHL,Neukölln,0801,Neukölln
11816346435,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.5770024 52.4233673),52.4233673,13.5770024,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0913,Grünau
11818058596,Independent Retailer,,parcel_locker,DHL,DHL Packstation,Straße Der Pariser Kommune,11,,0,,,,,,,,,cabinet,yes,yes,,,,POINT (13.4367232 52.5114789),52.5114789,13.4367232,24/7,,survey,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
11818456493,DHL,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.3697179 52.5457733),52.5457733,13.3697179,24/7,,,,OpenStreetMap,DHL,Mitte,0106,Gesundbrunnen
11818520213,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.3705371 52.5492722),52.5492722,13.3705371,24/7,,,,OpenStreetMap,DHL,Mitte,0106,Gesundbrunnen
11822790644,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,limited,,,,,,,,,,,,,,POINT (13.2875882 52.5187234),52.5187234,13.2875882,,,,,OpenStreetMap,Unknown,Charlottenburg-Wilmersdorf,0401,Charlottenburg
11827258830,Independent Retailer,,parcel_locker,,Myflexbox,,,,,,,,,,,,,,yes,yes,,,,POINT (13.5345814 52.5245759),52.5245759,13.5345814,,,,,OpenStreetMap,Unknown,Marzahn-Hellersdorf,1001,Marzahn
11828871965,Amazon,,parcel_locker,,Amazon Locker,,,,,yes,,,,,,,,,,,,,,POINT (13.4075223 52.5638385),52.5638385,13.4075223,24/7,,,,OpenStreetMap,Unknown,Pankow,0307,Pankow
11828887947,DHL,,parcel_locker,DHL,DHL Packstation,,,,,limited,,,,,,,,cabinet,yes,yes,,,,POINT (13.4136763 52.5607194),52.5607194,13.4136763,24/7,,,,OpenStreetMap,DHL,Pankow,0307,Pankow
11834502169,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,limited,,,,,,,,cabinet,yes,yes,,,,POINT (13.5792194 52.5488489),52.5488489,13.5792194,,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
11878846040,Independent Retailer,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,no,yes,,,,POINT (13.3756311 52.5374965),52.5374965,13.3756311,,,,,OpenStreetMap,Unknown,Mitte,0101,Mitte
11879891703,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,cabinet,no,yes,,,,POINT (13.4169192 52.4189198),52.4189198,13.4169192,24/7,,,,OpenStreetMap,Amazon,Neukölln,0803,Buckow
11886169070,DHL,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.4823184 52.4261814),52.4261814,13.4823184,,,,,OpenStreetMap,DHL,Neukölln,0804,Rudow
11903502669,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,,,yes,,,,POINT (13.4121064 52.4886124),52.4886124,13.4121064,,,survey,,OpenStreetMap,Amazon,Friedrichshain-Kreuzberg,0202,Kreuzberg
11930840869,Amazon,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,,,,,,POINT (13.1800406 52.5169514),52.5169514,13.1800406,,,,,OpenStreetMap,Unknown,Spandau,0509,Wilhelmstadt
11935619447,Independent Retailer,,parcel_locker,,Myflexbox,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3951408 52.5616275),52.5616275,13.3951408,,,,,OpenStreetMap,Unknown,Mitte,0106,Gesundbrunnen
11947708000,Independent Retailer,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,,yes,,,,POINT (13.54692 52.4321971),52.4321971,13.54692,,,,,OpenStreetMap,Unknown,Treptow-Köpenick,0907,Adlershof
11951688033,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.5938165 52.5081569),52.5081569,13.5938165,24/7,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1003,Kaulsdorf
11969332000,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4554197 52.4529419),52.4529419,13.4554197,,,,,OpenStreetMap,DHL,Neukölln,0802,Britz
11971191309,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4776517 52.5099061),52.5099061,13.4776517,,,,,OpenStreetMap,DHL,Lichtenberg,1103,Lichtenberg
11973521109,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.4178949 52.5906861),52.5906861,13.4178949,,,,,OpenStreetMap,DHL,Pankow,0311,Niederschönhausen
11978773400,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4309526 52.5129961),52.5129961,13.4309526,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0201,Friedrichshain
11983513165,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.3216588 52.4128362),52.4128362,13.3216588,24/7,,,,OpenStreetMap,Unknown,Steglitz-Zehlendorf,0602,Lichterfelde
11998905829,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,0,limited,,,,,,,,,,yes,,,,POINT (13.3929939 52.4986344),52.4986344,13.3929939,24/7,https://amazon.de/lockerjanota,survey,,OpenStreetMap,Amazon,Friedrichshain-Kreuzberg,0202,Kreuzberg
12004760623,Independent Retailer,,parcel_locker,myflexbox,Myflexbox,,,,0,no,,,,,,,,,yes,yes,,,,POINT (13.4227756 52.5279501),52.5279501,13.4227756,24/7,,survey,,OpenStreetMap,MyFlexBox,Pankow,0301,Prenzlauer Berg
12008867776,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.5756378 52.5457599),52.5457599,13.5756378,,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
12012747569,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.5328251 52.5250685),52.5250685,13.5328251,,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
12022132913,Independent Retailer,,parcel_locker,myflexbox,Myflexbox,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4881379 52.6182864),52.6182864,13.4881379,,,,,OpenStreetMap,MyFlexBox,Pankow,0305,Karow
12036110787,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.2914956 52.5011488),52.5011488,13.2914956,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0407,Halensee
12039816202,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,cabinet,yes,yes,,,,POINT (13.4666814 52.5977771),52.5977771,13.4666814,,,,,OpenStreetMap,DHL,Pankow,0303,Blankenburg
12044098642,Independent Retailer,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,,,,,,POINT (13.4436279 52.5428903),52.5428903,13.4436279,,,,,OpenStreetMap,Unknown,Pankow,0301,Prenzlauer Berg
12078558108,Independent Retailer,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,,,,,,POINT (13.3636452 52.4264268),52.4264268,13.3636452,,,,,OpenStreetMap,Unknown,Steglitz-Zehlendorf,0603,Lankwitz
12083776977,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.3722014 52.4254086),52.4254086,13.3722014,,,,,OpenStreetMap,Unknown,Tempelhof-Schöneberg,0705,Marienfelde
12085339584,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4333229 52.4545618),52.4545618,13.4333229,,,,,OpenStreetMap,DHL,Neukölln,0802,Britz
12085847767,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.3263791 52.5274635),52.5274635,13.3263791,,,,,OpenStreetMap,DHL,Mitte,0102,Moabit
12093857434,Independent Retailer,,parcel_locker,My Renz Box,,,,,0,,,,,,,,,,,,,,,POINT (13.4205873 52.5105768),52.5105768,13.4205873,,,,,OpenStreetMap,Independent Locker,Mitte,0101,Mitte
12101879797,Independent Retailer,,parcel_locker,Amazon,Amazon Locker,,,,,,,,,,,,,,no,yes,,,,POINT (13.3654727 52.4218467),52.4218467,13.3654727,,,,,OpenStreetMap,Amazon,Tempelhof-Schöneberg,0705,Marienfelde
12103006889,Independent Retailer,,parcel_locker,,Amazon Locker,,,,,,,,,,,,,,,yes,,,,POINT (13.3586774 52.4856201),52.4856201,13.3586774,,,,,OpenStreetMap,Unknown,Tempelhof-Schöneberg,0701,Schöneberg
12110531566,DHL,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,yes,,,Nur per App bedienbar,POINT (13.2166749 52.4395528),52.4395528,13.2166749,24/7,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?address=14129&locationType=filialen,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0604,Zehlendorf
12116800997,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,cabinet,yes,yes,,,,POINT (13.389017 52.4351426),52.4351426,13.389017,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0704,Mariendorf
12118975442,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,0,,,,,,,,,,yes,,,,,POINT (13.4190315 52.5083326),52.5083326,13.4190315,24/7,,survey,,OpenStreetMap,DHL,Mitte,0101,Mitte
12122203501,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,yes,,,,POINT (13.4509565 52.4749884),52.4749884,13.4509565,24/7,,,,OpenStreetMap,DHL,Neukölln,0801,Neukölln
12122545501,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.4197208 52.5506741),52.5506741,13.4197208,,,,,OpenStreetMap,Amazon,Pankow,0301,Prenzlauer Berg
12125342936,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.2530577 52.4222783),52.4222783,13.2530577,,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0604,Zehlendorf
12125344823,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.2532878 52.4208354),52.4208354,13.2532878,,,,,OpenStreetMap,Unknown,Steglitz-Zehlendorf,0604,Zehlendorf
12125349616,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,,,,,POINT (13.2445087 52.4261542),52.4261542,13.2445087,24/7,,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0604,Zehlendorf
12130804368,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.4127086 52.4018326),52.4018326,13.4127086,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0706,Lichtenrade
12132163262,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4152207 52.4901004),52.4901004,13.4152207,,,,,OpenStreetMap,DHL,Friedrichshain-Kreuzberg,0202,Kreuzberg
12139219828,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.4585904 52.5304192),52.5304192,13.4585904,,,,,OpenStreetMap,Unknown,Pankow,0301,Prenzlauer Berg
12140906734,Independent Retailer,,parcel_locker,Amazon,Amazon Hub,,,,0,,,,,,,,,,,,,,,POINT (13.4170571 52.4990642),52.4990642,13.4170571,24/7,,survey,,OpenStreetMap,Amazon,Friedrichshain-Kreuzberg,0202,Kreuzberg
12149646102,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.5210083 52.5255011),52.5255011,13.5210083,24/7,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
12155968359,Independent Retailer,,parcel_locker,,Myflexbox,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4072756 52.5461602),52.5461602,13.4072756,,,,,OpenStreetMap,Unknown,Pankow,0301,Prenzlauer Berg
12156115759,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.3706556 52.4921302),52.4921302,13.3706556,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0701,Schöneberg
12159717140,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,,,,,POINT (13.1958433 52.5709962),52.5709962,13.1958433,,,,,OpenStreetMap,DHL,Spandau,0507,Hakenfelde
12168355880,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.5188185 52.5226274),52.5226274,13.5188185,,,,,OpenStreetMap,DHL,Lichtenberg,1103,Lichtenberg
12178482992,Independent Retailer,,parcel_locker,Amazon,Amazon Locker,,,,0,,,,,,,,,,yes,yes,,,,POINT (13.4194061 52.5451686),52.5451686,13.4194061,24/7,,,,OpenStreetMap,Amazon,Pankow,0301,Prenzlauer Berg
12178483653,Independent Retailer,,parcel_locker,,Myflexbox,,,,,,,,,,,,,,yes,yes,,,,POINT (13.4063211 52.5373642),52.5373642,13.4063211,,,,,OpenStreetMap,Unknown,Pankow,0301,Prenzlauer Berg
12182014428,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.5668808 52.5419891),52.5419891,13.5668808,,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
12182018737,Independent Retailer,,parcel_locker,,DHL Packstation 427,,,,,,,,,,,,,,yes,yes,,,,POINT (13.5587712 52.5548359),52.5548359,13.5587712,,,,,OpenStreetMap,Unknown,Marzahn-Hellersdorf,1001,Marzahn
12192702201,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.5237608 52.4776661),52.4776661,13.5237608,,,,,OpenStreetMap,DHL,Lichtenberg,1102,Karlshorst
12194213001,Independent Retailer,,parcel_locker,DHL 184,,,,13627,,,,,,,,,,,,,,,,POINT (13.2813228 52.5370417),52.5370417,13.2813228,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0406,Charlottenburg-Nord
12194267001,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,13359,,,,,,,,,,,yes,,,,,POINT (13.3749701 52.5559599),52.5559599,13.3749701,,,,,OpenStreetMap,DHL,Mitte,0106,Gesundbrunnen
12194888301,Independent Retailer,,parcel_locker,DHL Packstation 185,,,,13187,,,,,,,,,,,,,,,,POINT (13.4120961 52.5570851),52.5570851,13.4120961,,,,,OpenStreetMap,DHL,Pankow,0301,Prenzlauer Berg
12204607512,Amazon,,parcel_locker,Amazon,Amazon Locker,,,,0,,,,,,,,,,yes,yes,,,,POINT (13.4196998 52.5482749),52.5482749,13.4196998,24/7,,,,OpenStreetMap,Amazon,Pankow,0301,Prenzlauer Berg
12205523504,Independent Retailer,,parcel_locker,myflexbox,Myflexbox,,,,0,yes,,,,,,,,,yes,yes,,,,POINT (13.419075 52.5447611),52.5447611,13.419075,,,survey,,OpenStreetMap,MyFlexBox,Pankow,0301,Prenzlauer Berg
12213450742,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3619205 52.4102886),52.4102886,13.3619205,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0705,Marienfelde
12214791537,Independent Retailer,,parcel_locker,,GLS,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3515662 52.56776),52.56776,13.3515662,,,,,OpenStreetMap,Unknown,Reinickendorf,1201,Reinickendorf
12214791538,Independent Retailer,,parcel_locker,DPD,DPD Pickup Station,,,,,,,,,,,,,,no,yes,,,,POINT (13.3515613 52.5677689),52.5677689,13.3515613,,,,,OpenStreetMap,DPD,Reinickendorf,1201,Reinickendorf
12244489719,Independent Retailer,,parcel_locker,myflexbox,Myflexbox,,,,,,,,,,,,,,yes,yes,,,,POINT (13.3601886 52.5506757),52.5506757,13.3601886,,,,,OpenStreetMap,MyFlexBox,Mitte,0105,Wedding
12250718186,Independent Retailer,,parcel_locker,,,,,,,,,,,,,,,,,,,,,POINT (13.3728735 52.5587593),52.5587593,13.3728735,,,,,OpenStreetMap,Unknown,Mitte,0106,Gesundbrunnen
12259450292,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.3924744 52.4260101),52.4260101,13.3924744,,,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0704,Mariendorf
12277295605,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.1926918 52.5375183),52.5375183,13.1926918,,,,,OpenStreetMap,Unknown,Spandau,0501,Spandau
12301240400,Independent Retailer,,parcel_locker,,Amazon Hub,,,,,,,,,,,,,,,,,,,POINT (13.4139448 52.5248655),52.5248655,13.4139448,,,,,OpenStreetMap,Unknown,Mitte,0101,Mitte
12307084805,Independent Retailer,,parcel_locker,,DHL Packstation,,,10365,,,,,only,,,,,,yes,yes,,,,POINT (13.4972589 52.5185566),52.5185566,13.4972589,24/7,,,,OpenStreetMap,Unknown,Lichtenberg,1103,Lichtenberg
12307316005,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.3158647 52.4858674),52.4858674,13.3158647,,,,,OpenStreetMap,DHL,Charlottenburg-Wilmersdorf,0402,Wilmersdorf
12314095496,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.571076 52.5595879),52.5595879,13.571076,,,,,OpenStreetMap,DHL,Marzahn-Hellersdorf,1001,Marzahn
12327397277,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.2115494 52.5485742),52.5485742,13.2115494,,,,,OpenStreetMap,DHL,Spandau,0507,Hakenfelde
12345878432,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,,,,,,,,,,yes,,,,,POINT (13.5330391 52.4377681),52.4377681,13.5330391,,,,,OpenStreetMap,DHL,Treptow-Köpenick,0907,Adlershof
12345906415,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,yes,,yes,,,cabinet,yes,yes,,,,POINT (13.4330925 52.4767672),52.4767672,13.4330925,,,,,OpenStreetMap,DHL,Neukölln,0801,Neukölln
12351349167,Independent Retailer,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,yes,,yes,,,cabinet,yes,yes,,,,POINT (13.4472033 52.4858048),52.4858048,13.4472033,,,,,OpenStreetMap,DHL,Neukölln,0801,Neukölln
12367721816,Independent Retailer,,parcel_locker,amazon,Amazon Hub,,,,,,,,,,,,,,,yes,,,,POINT (13.3824887 52.4311848),52.4311848,13.3824887,,,,,OpenStreetMap,Amazon,Tempelhof-Schöneberg,0704,Mariendorf
12367721817,DHL,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,,,,,POINT (13.3507578 52.4090714),52.4090714,13.3507578,24/7,https://www.dhl.de/de/privatkunden/pakete-empfangen/an-einem-abholort-empfangen/packstation.html,,,OpenStreetMap,DHL,Tempelhof-Schöneberg,0705,Marienfelde
12367721818,DHL,,parcel_locker,DHL,DHL Packstation,,,,,yes,,,,,,,,,yes,,,,,POINT (13.3672096 52.4344222),52.4344222,13.3672096,24/7,https://www.dhl.de/de/privatkunden/pakete-empfangen/an-einem-abholort-empfangen/packstation.html,,,OpenStreetMap,DHL,Steglitz-Zehlendorf,0603,Lankwitz
